task,episode_id,state_id,round,persistence_logit,latent_state,remaining_episode_length
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:25,25,5.436967589003199,0.07761170713297605,74
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:26,26,4.67870067827652,-0.44241787817094297,73
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:27,27,3.6481232641398407,-0.4177501961271309,72
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:28,28,4.313261687518224,-0.3930825140833188,71
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:29,29,4.50759903531717,-0.3684148320395067,70
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:30,30,6.08893946547494,0.20095011735203638,69
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:31,31,5.725206558916746,0.22561779939584847,68
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:32,32,5.679882179158078,0.25028548143966056,67
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:33,33,5.450939419878843,-0.26974410386425846,66
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:34,34,4.950939419878843,-0.24507642182044637,65
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:35,35,4.7234445810050545,-0.2204087397766344,64
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:36,36,6.186967589003199,0.3489562096149088,63
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:37,37,5.313261687518224,-0.1710733756890102,62
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:38,38,5.936967589003199,0.398291573702533,61
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:39,39,5.273123264139841,-0.12173801160138603,60
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:40,40,4.813261687518224,-0.09707032955757405,59
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:41,41,4.92974463538566,-0.07240264751376196,58
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:42,42,4.67974463538566,-0.047734965469949875,57
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:43,43,5.349076984180108,-0.023067283426137786,56
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:44,44,5.011871006114902,0.0016003986176743035,55
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:45,45,5.4449361996449746,0.5709653480092175,54
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:46,46,5.398123264139841,0.05093576270529848,53
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:47,47,6.054882179158078,0.6203007120968417,52
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:48,48,5.761871006114902,0.10027112679292266,51
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:49,49,5.79858735157374,0.6696360761844656,50
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:50,50,5.42358735157374,0.6943037582282777,49
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:51,51,5.03364569998304,0.7189714402720898,48
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:52,52,5.15864569998304,0.7436391223159019,47
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:53,53,4.90864569998304,0.768306804359714,46
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:54,54,6.05474463538566,0.7929744864035261,45
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:55,55,5.679882179158078,0.8176421684473382,44
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:56,56,6.017675057605601,0.8423098504911503,43
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:57,57,5.828889734292549,0.8669775325349623,42
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:58,58,5.811967589003199,0.8916452145787744,41
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:59,59,5.25759903531717,0.3716156292748552,40
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:60,60,6.436967589003199,0.9409805786663984,39
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:61,61,5.953889734292549,0.9656482607102105,38
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:62,62,5.929882179158078,0.9903159427540226,37
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:63,63,5.450939419878843,0.47028635745010355,36
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:64,64,5.05370067827652,0.49495403949391564,35
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:65,65,6.686967589003199,1.064318988885459,34
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:66,66,6.203889734292549,1.088986670929271,33
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:67,67,5.9449361996449746,1.1136543529730831,32
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:68,68,5.648123264139841,0.5936247676691639,31
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:69,69,6.453889734292549,1.1629897170607073,30
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:70,70,5.648123264139841,0.6429601317567879,29
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:71,71,5.55370067827652,0.6676278138006,28
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:72,72,6.929882179158078,1.2369927631921431,27
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:73,73,6.38259903531717,0.7169631778882242,26
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:74,74,6.792999079229087,1.2863281272797673,25
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:75,75,6.436967589003199,1.3109958093235794,24
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:76,76,5.929882179158078,1.3356634913673915,23
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:77,77,5.929882179158078,1.3603311734112036,22
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:78,78,5.5699361996449746,1.3849988554550157,21
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:79,79,5.561967589003199,1.4096665374988278,20
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:80,80,5.3199361996449746,1.4343342195426398,19
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:81,81,6.83893946547494,1.459001901586452,18
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:82,82,6.17358735157374,1.483669583630264,17
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:83,83,6.167999079229087,1.508337265674076,16
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:84,84,5.917999079229087,1.5330049477178882,15
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:85,85,6.042999079229087,1.5576726297617003,14
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:86,86,5.386871006114902,1.0376430444577813,13
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:87,87,7.276300195186874,1.6070079938493245,12
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:88,88,6.273123264139841,1.0869784085454055,11
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:89,89,6.9130413716877825,1.6563433579369486,10
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:90,90,6.25759903531717,1.1363137726330297,9
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:91,91,5.700939419878843,1.1609814546768418,8
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:92,92,5.25759903531717,1.1856491367206539,7
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:93,93,6.7880413716877825,1.755014086112197,6
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:94,94,6.429882179158078,1.779681768156009,5
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:95,95,6.417999079229087,1.8043494501998212,4
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:96,96,5.761871006114902,1.2843198648959022,3
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:97,97,5.773123264139841,1.3089875469397139,2
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:98,98,5.136871006114902,1.333655228983526,1
bandit,seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:99,99,7.167999079229087,1.903020178375069,0
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:0,0,4.203889734292549,-0.9723565959818098,43
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:1,1,3.8490769841801082,-1.16556782087709,42
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:2,2,1.2575990353171704,-1.140900138833278,41
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:3,3,0.27312326413984067,-1.1162324567894661,40
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:4,4,3.17974463538566,-0.5468675073979229,39
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:5,5,2.6368710061149017,-1.066897092701842,38
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:6,6,1.8825990353171704,-1.0422294106580299,37
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:7,7,1.2240769841801082,-1.0175617286142178,36
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:8,8,1.5537006782765204,-0.9928940465704057,35
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:9,9,1.6882616875182244,-0.9682263645265936,34
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:10,10,2.2519290813453736,-0.9435586824827815,33
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:11,11,1.3769290813453736,-0.9188910004389694,32
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:12,12,2.8981232641398407,-0.3495260510474263,31
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:13,13,3.3389394654749402,-0.8695556363513455,30
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:14,14,3.5699361996449746,-0.8448879543075334,29
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:15,15,3.311967589003199,-0.8202202722637213,28
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:16,16,2.936967589003199,-0.7955525902199092,27
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:17,17,2.936967589003199,-0.7708849081760971,26
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:18,18,2.5699361996449746,-0.746217226132285,25
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:19,19,2.311967589003199,-0.7215495440884729,24
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:20,20,4.193147180559944,-0.1521845946969298,23
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:21,21,4.2880413716877825,-0.6722141800008488,22
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:22,22,4.151300195186874,-0.6475464979570367,21
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:23,23,4.943147180559944,-0.07818154856549353,20
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:24,24,4.50759903531717,-0.05351386652168144,19
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:25,25,4.67358735157374,-0.5735434518256006,18
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:26,26,4.273245464372426,-0.5488757697817885,17
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:27,27,4.018149927917811,-0.5242080877379764,16
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:28,28,3.8955419009010974,-0.4995404056941643,15
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:29,29,3.7681499279178112,-0.4748727236503522,14
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:30,30,6.063261687518224,0.09449222574119087,13
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:31,31,4.898245464372426,-0.42553735956272815,12
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:32,32,4.395541900901097,-0.40086967751891606,11
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:33,33,4.266034256080317,-0.37620199547510397,10
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:34,34,4.141034256080317,-0.3515343134312919,9
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:35,35,4.016034256080317,-0.3268666313874799,8
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:36,36,3.8931499279178112,-0.3021989493436678,7
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:37,37,3.6431499279178112,-0.2775312672998557,6
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:38,38,3.8910342560803173,-0.25286358525604363,5
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:39,39,3.7660342560803173,-0.22819590321223154,4
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:40,40,3.773245464372426,-0.20352822116841957,3
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:41,41,3.898245464372426,-0.17886053912460748,2
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:42,42,4.143149927917811,-0.1541928570807954,1
bandit,seed-12031-pa-0.20-pb-0.35,seed-12031-pa-0.20-pb-0.35:43,43,3.898245464372426,-0.1295251750369833,0
bandit,seed-12032-pa-0.20-pb-0.50,seed-12032-pa-0.20-pb-0.50:0,0,4.203889734292549,-0.9191276501763871,4
bandit,seed-12032-pa-0.20-pb-0.50,seed-12032-pa-0.20-pb-0.50:1,1,3.8490769841801082,-1.1123388750716674,3
bandit,seed-12032-pa-0.20-pb-0.50,seed-12032-pa-0.20-pb-0.50:2,2,1.2575990353171704,-1.0876711930278553,2
bandit,seed-12032-pa-0.20-pb-0.50,seed-12032-pa-0.20-pb-0.50:3,3,3.017675057605601,-0.5183062436363122,1
bandit,seed-12032-pa-0.20-pb-0.50,seed-12032-pa-0.20-pb-0.50:4,4,1.5984445810050545,-1.0383358289402311,0
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:0,0,4.203889734292549,-0.8658987043709643,37
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:1,1,4.42870067827652,-0.5144126619185135,36
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:2,2,3.6368710061149017,-1.0344422472224326,35
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:3,3,4.71393946547494,-0.46507729783088947,34
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:4,4,3.8288897342925488,-0.4404096157870774,33
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:5,5,3.686967589003199,-0.4157419337432653,32
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:6,6,2.92974463538566,-0.9357715190471843,31
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:7,7,1.951413277982752,-0.9111038370033722,30
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:8,8,3.9235873515737403,-0.341738887611829,29
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:9,9,3.6949361996449746,-0.31707120556801704,28
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:10,10,4.52975041827262,-0.29240352352420496,27
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:11,11,4.27975041827262,-0.26773584148039287,26
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:12,12,3.3199361996449746,-0.7877654267843119,25
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:13,13,4.0380413716877825,-0.2184004773927688,24
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:14,14,4.15864569998304,-0.1937327953489567,23
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:15,15,3.7985873515737403,-0.7137623806528757,22
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:16,16,3.0429990792290873,-0.6890946986090636,21
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:17,17,4.643149927917811,-0.11972974921752044,20
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:18,18,4.151300195186874,-0.09506206717370835,19
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:19,19,4.251929081345374,-0.6150916524776274,18
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:20,20,4.328889734292549,-0.5904239704338154,17
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:21,21,5.54858735157374,-0.021059021042272197,16
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:22,22,4.929882179158078,0.0036086610015398923,15
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:23,23,5.15475041827262,0.02827634304535198,14
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:24,24,5.03364569998304,0.05294402508916407,13
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:25,25,5.03364569998304,0.07761170713297605,12
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:26,26,4.7880413716877825,0.10227938917678814,11
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:27,27,4.679882179158078,-0.4177501961271309,10
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:28,28,5.28364569998304,0.15161475326441232,9
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:29,29,5.0380413716877825,0.1762824353082244,8
bandit,seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:30,30,5.273245464372426,0.20095011735203638,7
