contrast_id,task,manipulation,contrast_kind,nuisance_type,split,cluster_id,positive_state_id,negative_state_id,orientation,behavior_effect,mapping_id,layers,hidden_width,matched_variables,unmatched_variables
bandit-continue_incentive-0c759a2d977084eb90d0,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:1:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:1:stop=-10:continue=-10,positive_is_more_persistence_promoting,2.985893197426197,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:1"",""stop_payoff"":-10}",
bandit-continue_incentive-15dfbe3df6cfe29caa86,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:1:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:1:stop=0:continue=-10,positive_is_more_persistence_promoting,4.126761977911691,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:1"",""stop_payoff"":0}",
bandit-continue_incentive-6ad72384745ca32fa548,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:1:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:1:stop=10:continue=-10,positive_is_more_persistence_promoting,2.984252953437373,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:1"",""stop_payoff"":10}",
bandit-continue_incentive-986863131885ff03949a,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:1:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:1:stop=20:continue=-10,positive_is_more_persistence_promoting,1.0827375939960469,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:1"",""stop_payoff"":20}",
bandit-continue_incentive-8de31650dfda8f566222,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:10:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:10:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.7358942677285967,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:10"",""stop_payoff"":-10}",
bandit-continue_incentive-3c650a4d985db12bb067,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:10:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:10:stop=0:continue=-10,positive_is_more_persistence_promoting,3.7966593405307663,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:10"",""stop_payoff"":0}",
bandit-continue_incentive-589bb787f01143faa824,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:10:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:10:stop=10:continue=-10,positive_is_more_persistence_promoting,2.8107650728021696,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:10"",""stop_payoff"":10}",
bandit-continue_incentive-a283dbf74dbbedba8910,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:10:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:10:stop=20:continue=-10,positive_is_more_persistence_promoting,0.1376157198548249,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:10"",""stop_payoff"":20}",
bandit-continue_incentive-84532a722999f8ee4d52,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:11:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:11:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.5982785478737718,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:11"",""stop_payoff"":-10}",
bandit-continue_incentive-8d0ab833f7c5ddf4cc0b,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:11:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:11:stop=0:continue=-10,positive_is_more_persistence_promoting,3.567059900386507,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:11"",""stop_payoff"":0}",
bandit-continue_incentive-dbe48f5ed325039a9426,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:11:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:11:stop=10:continue=-10,positive_is_more_persistence_promoting,2.7159427136831376,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:11"",""stop_payoff"":10}",
bandit-continue_incentive-1a3e242449c682a59db2,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:11:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:11:stop=20:continue=-10,positive_is_more_persistence_promoting,0.3649502688176085,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:11"",""stop_payoff"":20}",
bandit-continue_incentive-ea6f79dab5d846a7cd58,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:12:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:12:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.8559967341700343,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:12"",""stop_payoff"":-10}",
bandit-continue_incentive-55718234d5940b33f83c,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:12:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:12:stop=0:continue=-10,positive_is_more_persistence_promoting,3.486619762570541,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:12"",""stop_payoff"":0}",
bandit-continue_incentive-c4bc325c404402f2d900,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:12:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:12:stop=10:continue=-10,positive_is_more_persistence_promoting,2.481031490225888,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:12"",""stop_payoff"":10}",
bandit-continue_incentive-8a40c747ca301eb72422,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:12:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:12:stop=20:continue=-10,positive_is_more_persistence_promoting,0.75,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:12"",""stop_payoff"":20}",
bandit-continue_incentive-b5b6d2dab1db28da7290,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:13:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:13:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.612384280145175,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:13"",""stop_payoff"":-10}",
bandit-continue_incentive-fb89cd288959e915acd4,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:13:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:13:stop=0:continue=-10,positive_is_more_persistence_promoting,3.802954168115104,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:13"",""stop_payoff"":0}",
bandit-continue_incentive-505bfb21baf9ff996b05,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:13:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:13:stop=10:continue=-10,positive_is_more_persistence_promoting,3.0891093449365385,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:13"",""stop_payoff"":10}",
bandit-continue_incentive-101423badcb4b0c796c0,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:13:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:13:stop=20:continue=-10,positive_is_more_persistence_promoting,0.625,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:13"",""stop_payoff"":20}",
bandit-continue_incentive-4338b04f3b4b344e67f3,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:14:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:14:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.8451472211659699,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:14"",""stop_payoff"":-10}",
bandit-continue_incentive-96482603dfc051a8ab4d,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:14:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:14:stop=0:continue=-10,positive_is_more_persistence_promoting,3.6930081886020005,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:14"",""stop_payoff"":0}",
bandit-continue_incentive-88c00b46e112d90234c6,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:14:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:14:stop=10:continue=-10,positive_is_more_persistence_promoting,2.723028123528259,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:14"",""stop_payoff"":10}",
bandit-continue_incentive-20cb4ce62e0fa7479381,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:14:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:14:stop=20:continue=-10,positive_is_more_persistence_promoting,0.3876157198548249,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:14"",""stop_payoff"":20}",
bandit-continue_incentive-11ec02df011e77fd9996,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:15:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:15:stop=-10:continue=-10,positive_is_more_persistence_promoting,2.012615719854825,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:15"",""stop_payoff"":-10}",
bandit-continue_incentive-2d228feab38b91f0bc33,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:15:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:15:stop=0:continue=-10,positive_is_more_persistence_promoting,3.4809967341700343,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:15"",""stop_payoff"":0}",
bandit-continue_incentive-26e0eeeddee3ff34ed5f,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:15:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:15:stop=10:continue=-10,positive_is_more_persistence_promoting,2.725992444865529,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:15"",""stop_payoff"":10}",
bandit-continue_incentive-fcc90376c026a34f3ae7,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:15:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:15:stop=20:continue=-10,positive_is_more_persistence_promoting,0.7690032658299657,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:15"",""stop_payoff"":20}",
bandit-continue_incentive-8dc14284a9ae89911c4e,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:16:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:16:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.862384280145175,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:16"",""stop_payoff"":-10}",
bandit-continue_incentive-54466b2a346b9bdc956c,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:16:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:16:stop=0:continue=-10,positive_is_more_persistence_promoting,3.8447296407282288,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:16"",""stop_payoff"":0}",
bandit-continue_incentive-4c0aef1159d9f9550a36,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:16:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:16:stop=10:continue=-10,positive_is_more_persistence_promoting,2.986619762570541,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:16"",""stop_payoff"":10}",
bandit-continue_incentive-3f399f4c2dfc47ec058c,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:16:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:16:stop=20:continue=-10,positive_is_more_persistence_promoting,0.6339535346475742,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:16"",""stop_payoff"":20}",
bandit-continue_incentive-946acfcbd4326e8040ce,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:17:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:17:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.75,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:17"",""stop_payoff"":-10}",
bandit-continue_incentive-2a2ff56ad41371c8f681,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:17:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:17:stop=0:continue=-10,positive_is_more_persistence_promoting,3.375,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:17"",""stop_payoff"":0}",
bandit-continue_incentive-88a01aefe2f01e724582,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:17:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:17:stop=10:continue=-10,positive_is_more_persistence_promoting,2.7349459795131033,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:17"",""stop_payoff"":10}",
bandit-continue_incentive-216b759bbf81e58cac10,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:17:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:17:stop=20:continue=-10,positive_is_more_persistence_promoting,0.7690032658299657,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:17"",""stop_payoff"":20}",
bandit-continue_incentive-07bd9db086e376e565f6,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:18:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:18:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.625,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:18"",""stop_payoff"":-10}",
bandit-continue_incentive-28e5165ebf3d0be7031f,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:18:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:18:stop=0:continue=-10,positive_is_more_persistence_promoting,3.3649502688176085,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:18"",""stop_payoff"":0}",
bandit-continue_incentive-801e2e1234db2f7dd35e,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:18:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:18:stop=10:continue=-10,positive_is_more_persistence_promoting,2.6099459795131033,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:18"",""stop_payoff"":10}",
bandit-continue_incentive-f70147913e92e88a0d29,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:18:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:18:stop=20:continue=-10,positive_is_more_persistence_promoting,0.3839535346475742,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:18"",""stop_payoff"":20}",
bandit-continue_incentive-d2849fecbe59a2c03081,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:19:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:19:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.9017214521262282,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:19"",""stop_payoff"":-10}",
bandit-continue_incentive-27a95e62c37e7ecf755a,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:19:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:19:stop=0:continue=-10,positive_is_more_persistence_promoting,3.6137329065581945,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:19"",""stop_payoff"":0}",
bandit-continue_incentive-9c0ae4a0ec77762f76e5,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:19:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:19:stop=10:continue=-10,positive_is_more_persistence_promoting,2.7330778547106505,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:19"",""stop_payoff"":10}",
bandit-continue_incentive-10768336be50b228cd77,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:19:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:19:stop=20:continue=-10,positive_is_more_persistence_promoting,0.6362670934418055,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:19"",""stop_payoff"":20}",
bandit-continue_incentive-5c70f288ebdacbc2fd53,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:2:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:2:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.9186655838544624,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:2"",""stop_payoff"":-10}",
bandit-continue_incentive-bf447fe1068df6d5df02,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:2:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:2:stop=0:continue=-10,positive_is_more_persistence_promoting,3.4357650728021696,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:2"",""stop_payoff"":0}",
bandit-continue_incentive-d5d3aa6356d1958b7b7e,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:2:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:2:stop=10:continue=-10,positive_is_more_persistence_promoting,3.4378348127710368,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:2"",""stop_payoff"":10}",
bandit-continue_incentive-44c6170c672c4664b988,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:2:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:2:stop=20:continue=-10,positive_is_more_persistence_promoting,0.6149502688176085,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:2"",""stop_payoff"":20}",
bandit-continue_incentive-36dad75afff1a0c8f7ab,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:20:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:20:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.5267214521262282,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:20"",""stop_payoff"":-10}",
bandit-continue_incentive-bff275c3bd04e942bde0,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:20:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:20:stop=0:continue=-10,positive_is_more_persistence_promoting,3.375,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:20"",""stop_payoff"":0}",
bandit-continue_incentive-2ecd10a3091effaea267,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:20:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:20:stop=10:continue=-10,positive_is_more_persistence_promoting,2.7159427136831376,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:20"",""stop_payoff"":10}",
bandit-continue_incentive-cb413925c9c9a88e6f6f,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:20:stop=20:continue=10,seed-52036-pa-0.65-pb-0.20:20:stop=20:continue=-10,positive_is_more_persistence_promoting,0.75,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:20"",""stop_payoff"":20}",
bandit-continue_incentive-8bb895b9644267d79e00,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:21:stop=-10:continue=10,seed-52036-pa-0.65-pb-0.20:21:stop=-10:continue=-10,positive_is_more_persistence_promoting,1.6108942677285967,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:21"",""stop_payoff"":-10}",
bandit-continue_incentive-7d75394cf7a9ed054e9e,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:21:stop=0:continue=10,seed-52036-pa-0.65-pb-0.20:21:stop=0:continue=-10,positive_is_more_persistence_promoting,3.6991453102316285,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:21"",""stop_payoff"":0}",
bandit-continue_incentive-433f0d392d3a9fda76c1,bandit,continue_incentive,persistence,,test,seed-52036-pa-0.65-pb-0.20,seed-52036-pa-0.65-pb-0.20:21:stop=10:continue=10,seed-52036-pa-0.65-pb-0.20:21:stop=10:continue=-10,positive_is_more_persistence_promoting,2.7570854098451214,,32,2560,"{""base_state_id"":""seed-52036-pa-0.65-pb-0.20:21"",""stop_payoff"":10}",
