episode_id,state_id,task,round,observed_persistence_logit,predicted_persistence_logit,termination_advantage,estimated_continue_value,estimated_outside_value,cost_component,progress_component,choice_kernel
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:8,bandit,8,3.92358735157374,3.529738844638416,1.0,1.0,0.0,0.0,3.0,6.731591374218749
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:9,bandit,9,3.6949361996449746,3.5939888062568275,1.1818181818181817,1.1818181818181817,0.0,0.0,3.0,7.395011805507812
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:10,bandit,10,4.52975041827262,3.655026269794318,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,8.02526121523242
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:11,bandit,11,4.27975041827262,3.713011860154934,1.4615384615384617,1.4615384615384617,0.0,0.0,3.0,8.623998154470799
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:12,bandit,12,3.3199361996449746,3.768098170997519,1.2142857142857144,1.2142857142857144,0.0,0.0,-2.0,9.192798246747259
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:13,bandit,13,4.0380413716877825,3.820430166297975,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,9.733158334409895
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:14,bandit,14,4.15864569998304,3.870145561833408,1.4375,1.4375,0.0,0.0,3.0,10.2465004176894
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:15,bandit,15,3.79858735157374,3.9173751875920697,1.2352941176470589,1.2352941176470589,0.0,0.0,-2.0,10.73417539680493
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:16,bandit,16,3.0429990792290873,3.9622433320627977,1.0555555555555554,1.0555555555555554,0.0,0.0,-2.0,11.197466626964683
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:17,bandit,17,4.643149927917811,4.00486806930999,1.1578947368421053,1.1578947368421053,0.0,0.0,3.0,11.63759329561645
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:18,bandit,18,4.151300195186874,4.045361569694823,1.25,1.25,0.0,0.0,3.0,12.055713630835626
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:19,bandit,19,4.251929081345374,4.083830395060413,1.25,1.25,0.0,0.0,-2.0,12.452927949293844
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:20,bandit,20,4.328889734292549,4.120375779157724,1.0952380952380951,1.0952380952380951,0.0,0.0,-2.0,12.83028155182915
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:21,bandit,21,5.54858735157374,4.15509389405017,1.1818181818181817,1.1818181818181817,0.0,0.0,3.0,13.188767474237693
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:22,bandit,22,4.929882179158078,4.188076103197993,1.2608695652173911,1.2608695652173911,0.0,0.0,3.0,13.529329100525807
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:23,bandit,23,5.15475041827262,4.219409201888425,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,13.852862645499515
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:24,bandit,24,5.03364569998304,4.2491756456443355,1.4,1.4,0.0,0.0,3.0,14.160219513224538
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:25,bandit,25,5.03364569998304,4.27745376721245,1.4615384615384617,1.4615384615384617,0.0,0.0,3.0,14.45220853756331
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:26,bandit,26,4.7880413716877825,4.30431798270216,1.5185185185185186,1.5185185185185186,0.0,0.0,3.0,14.729598110685144
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:27,bandit,27,4.679882179158078,4.329838987417384,1.3928571428571428,1.3928571428571428,0.0,0.0,-2.0,14.993118205150886
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:28,bandit,28,5.28364569998304,4.354083941896846,1.4482758620689653,1.4482758620689653,0.0,0.0,3.0,15.243462294893341
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:29,bandit,29,5.0380413716877825,4.377116648652336,1.5,1.5,0.0,0.0,3.0,15.481289180148673
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:30,bandit,30,5.273245464372426,4.398997720070051,1.5483870967741935,1.5483870967741935,0.0,0.0,3.0,15.70722472114124
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:31,bandit,31,5.148245464372426,4.41978473791688,1.59375,1.59375,0.0,0.0,3.0,15.921863485084177
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:32,bandit,32,5.026300195186874,4.439532404871368,1.6363636363636362,1.6363636363636362,0.0,0.0,3.0,16.125770310829967
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:33,bandit,33,4.901300195186874,4.4582926884781315,1.676470588235294,1.676470588235294,0.0,0.0,3.0,16.319481795288468
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:34,bandit,34,5.026300195186874,4.4761149579045565,1.7142857142857144,1.7142857142857144,0.0,0.0,3.0,16.503507705524044
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:35,bandit,35,5.02975041827262,4.493046113859661,1.75,1.75,0.0,0.0,3.0,16.67833232024784
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:36,bandit,36,5.023245464372426,4.50913071201701,1.7837837837837838,1.7837837837837838,0.0,0.0,3.0,16.844415704235445
seed-12033-pa-0.65-pb-0.35,seed-12033-pa-0.65-pb-0.35:37,bandit,37,4.898245464372426,4.524411080266491,1.8157894736842104,1.8157894736842104,0.0,0.0,3.0,17.002194919023673
seed-12035-pa-0.35-pb-0.35,seed-12035-pa-0.35-pb-0.35:0,bandit,0,4.203889734292549,2.5495776877249456,0.5,0.5,0.0,0.0,0.0,0.0
seed-12035-pa-0.35-pb-0.35,seed-12035-pa-0.35-pb-0.35:1,bandit,1,3.849076984180108,2.6464242100630804,0.5,0.5,0.0,0.0,-2.0,1.0
seed-12035-pa-0.35-pb-0.35,seed-12035-pa-0.35-pb-0.35:2,bandit,2,1.2575990353171704,2.7384284062843083,0.5,0.5,0.0,0.0,-2.0,1.95
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:0,bandit,0,4.203889734292549,2.8778076302439457,0.5,0.5,0.0,0.0,0.0,0.0
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:1,bandit,1,3.849076984180108,2.9746541525820804,0.5,0.5,0.0,0.0,-2.0,1.0
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:2,bandit,2,4.350412651601648,3.0666583488033083,0.5,0.5,0.0,0.0,3.0,1.95
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:3,bandit,3,2.7731232641398407,3.154062335213475,0.5,0.5,0.0,0.0,-2.0,2.8525
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:4,bandit,4,3.376928011042974,3.237096122303133,0.5,0.5,0.0,0.0,3.0,3.709875
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:5,bandit,5,3.1128222787715707,3.3159782200383083,0.8571428571428572,0.8571428571428572,0.0,0.0,3.0,4.524381249999999
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:6,bandit,6,3.429882179158078,3.390916212886725,1.125,1.125,0.0,0.0,3.0,5.298162187499999
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:7,bandit,7,3.017675057605601,3.4621073060927205,0.7777777777777777,0.7777777777777777,0.0,0.0,-2.0,6.033254078124999
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:8,bandit,8,1.8504126516016477,3.529738844638416,0.5,0.5,0.0,0.0,-2.0,6.731591374218749
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:9,bandit,9,4.892675057605601,3.5939888062568275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,7.395011805507812
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:10,bandit,10,4.350206558916746,3.655026269794318,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,8.02526121523242
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:11,bandit,11,3.975412651601648,3.713011860154934,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,8.623998154470799
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:12,bandit,12,2.974076984180108,3.768098170997519,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,9.192798246747259
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:13,bandit,13,4.828889734292549,3.820430166297975,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,9.733158334409895
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:14,bandit,14,4.436967589003199,3.870145561833408,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,10.2465004176894
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:15,bandit,15,4.667999079229087,3.9173751875920697,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,10.73417539680493
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:16,bandit,16,4.4130413716877825,3.9622433320627977,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,11.197466626964683
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:17,bandit,17,4.4130413716877825,4.00486806930999,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,11.63759329561645
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:18,bandit,18,4.001928011042974,4.045361569694823,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,12.055713630835626
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:19,bandit,19,4.792999079229087,4.083830395060413,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,12.452927949293844
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:20,bandit,20,4.7880413716877825,4.120375779157724,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,12.83028155182915
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:21,bandit,21,4.578889734292549,4.15509389405017,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,13.188767474237693
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:22,bandit,22,5.15864569998304,4.188076103197993,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,13.529329100525807
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:23,bandit,23,4.21393946547494,4.219409201888425,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,13.852862645499515
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:24,bandit,24,3.767675057605601,4.2491756456443355,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,14.160219513224538
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:25,bandit,25,5.401300195186874,4.27745376721245,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,14.45220853756331
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:26,bandit,26,4.33893946547494,4.30431798270216,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,14.729598110685144
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:27,bandit,27,3.6128222787715703,4.329838987417384,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,14.993118205150886
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:28,bandit,28,3.71393946547494,4.354083941896846,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,15.243462294893341
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:29,bandit,29,3.58893946547494,4.377116648652336,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,15.481289180148673
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:30,bandit,30,5.02975041827262,4.398997720070051,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,15.70722472114124
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:31,bandit,31,4.21393946547494,4.41978473791688,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,15.921863485084177
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:32,bandit,32,4.90475041827262,4.439532404871368,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,16.125770310829967
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:33,bandit,33,4.895541900901097,4.4582926884781315,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,16.319481795288468
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:34,bandit,34,4.9130413716877825,4.4761149579045565,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,16.503507705524044
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:35,bandit,35,4.0699361996449746,4.493046113859661,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,16.67833232024784
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:36,bandit,36,5.273245464372426,4.50913071201701,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,16.844415704235445
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:37,bandit,37,4.792999079229087,4.524411080266491,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,17.002194919023673
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:38,bandit,38,5.270541900901097,4.538927430103498,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,17.15208517307249
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:39,bandit,39,4.78364569998304,4.5527179624486545,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,17.294480914418862
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:40,bandit,40,5.520541900901097,4.565818968176554,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,17.42975686869792
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:41,bandit,41,5.268149927917811,4.578264923618058,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,17.558269025263023
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:42,bandit,42,5.27975041827262,4.590088581287487,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,17.680355573999872
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:43,bandit,43,5.273245464372426,4.601321056073445,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,17.796337795299877
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:44,bandit,44,4.7880413716877825,4.611991907120104,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,17.906520905534883
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:45,bandit,45,4.7880413716877825,4.6221292156144305,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,18.011194860258136
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:46,bandit,46,5.768149927917811,4.63175965868404,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,18.110635117245227
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:47,bandit,47,5.398245464372426,4.64090857960017,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,18.205103361382964
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:48,bandit,48,5.516034256080317,4.649600054470493,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,18.294848193313815
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:49,bandit,49,5.512509570276173,4.657856955597301,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,18.380105783648123
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:50,bandit,50,5.266034256080317,4.6657010116677675,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,18.461100494465715
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:51,bandit,51,5.395541900901097,4.6731528649347105,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,18.53804546974243
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:52,bandit,52,4.29858735157374,4.680232125538307,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,18.611143196255306
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:53,bandit,53,5.643149927917811,4.686957423111723,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,18.680586036442538
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:54,bandit,54,5.03364569998304,4.693346455806469,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,18.74655673462041
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:55,bandit,55,5.643149927917811,4.699416036866477,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,18.809228897889387
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:56,bandit,56,5.151300195186874,4.705182138873485,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,18.868767452994916
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:57,bandit,57,5.02975041827262,4.710659935780143,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,18.92532908034517
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:58,bandit,58,5.762509570276173,4.715863842841467,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,18.97906262632791
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:59,bandit,59,5.151300195186874,4.720807554549726,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,19.030109495011512
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:60,bandit,60,5.026300195186874,4.725504080672572,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,19.078604020260936
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:61,bandit,61,5.887509570276173,4.729965780489275,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,19.12467381924789
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:62,bandit,62,5.523245464372426,4.7342043953151425,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,19.168440128285493
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:63,bandit,63,5.148245464372426,4.738231079399718,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,19.21001812187122
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:64,bandit,64,4.776300195186874,4.742056429280064,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,19.249517215777658
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:65,bandit,65,5.636047744848593,4.745690511666392,1.3333333333333337,1.3333333333333337,0.0,0.0,3.0,19.287041354988773
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:66,bandit,66,5.145541900901097,4.749142889933404,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,19.322689287239335
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:67,bandit,67,4.895541900901097,4.752422649287066,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,19.356554822877367
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:68,bandit,68,4.523245464372426,4.755538420673044,1.3333333333333337,1.3333333333333337,0.0,0.0,-2.0,19.3887270817335
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:69,bandit,69,5.65864569998304,4.758498403489725,1.75,1.75,0.0,0.0,3.0,19.419290727646825
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:70,bandit,70,5.518149927917811,4.76131038716557,1.75,1.75,0.0,0.0,3.0,19.44832619126448
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:71,bandit,71,5.78364569998304,4.763981771657623,1.75,1.75,0.0,0.0,-2.0,19.475909881701256
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:72,bandit,72,4.929882179158078,4.766519586925074,1.75,1.75,0.0,0.0,-2.0,19.502114387616192
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:73,bandit,73,6.014163456931506,4.768930511429152,1.75,1.75,0.0,0.0,3.0,19.527008668235382
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:74,bandit,74,5.65475041827262,4.771220889708026,1.75,1.75,0.0,0.0,-2.0,19.55065823482361
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:75,bandit,75,6.012509570276173,4.7733967490729565,1.75,1.75,0.0,0.0,3.0,19.57312532308243
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:76,bandit,76,5.526300195186874,4.7754638154696405,1.75,1.75,0.0,0.0,-2.0,19.594469056928308
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:77,bandit,77,5.764163456931506,4.77742752854649,1.75,1.75,0.0,0.0,3.0,19.614745604081893
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:78,bandit,78,5.639163456931506,4.7792930559694975,1.75,1.75,0.0,0.0,3.0,19.634008323877797
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:79,bandit,79,5.761047744848593,4.781065307021354,1.75,1.75,0.0,0.0,3.0,19.652307907683905
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:80,bandit,80,5.648245464372426,4.782748945520618,1.75,1.75,0.0,0.0,-2.0,19.669692512299708
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:81,bandit,81,6.016034256080317,4.78434840209492,1.75,1.75,0.0,0.0,3.0,19.686207886684723
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:82,bandit,82,5.40864569998304,4.7858678858405055,1.75,1.75,0.0,0.0,-2.0,19.701897492350486
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:83,bandit,83,5.1630413716877825,4.787311395398812,1.75,1.75,0.0,0.0,-2.0,19.716802617732963
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:84,bandit,84,5.04858735157374,4.788682729479203,1.75,1.75,0.0,0.0,-2.0,19.730962486846312
seed-12039-pa-0.50-pb-0.65,seed-12039-pa-0.50-pb-0.65:85,bandit,85,4.929882179158078,4.789985496855575,1.75,1.75,0.0,0.0,-2.0,19.744414362503996
