task,contrast_family,pair_id,matched,unmatched_fields,orientation_valid
bandit,continue_incentive,bandit-continue_incentive-fa71dbe5a5dc2802d329,True,,True
bandit,continue_incentive,bandit-continue_incentive-21e892fa588acb77f181,True,,True
bandit,continue_incentive,bandit-continue_incentive-5d1464ef9688eee1c927,True,,True
bandit,continue_incentive,bandit-continue_incentive-9eff701a679a78896e15,True,,True
bandit,continue_incentive,bandit-continue_incentive-adcf275ca683b7834c43,True,,True
bandit,continue_incentive,bandit-continue_incentive-7949b807fc3f8eca339b,True,,True
bandit,continue_incentive,bandit-continue_incentive-788be48b4fc1fc367a5a,True,,True
bandit,continue_incentive,bandit-continue_incentive-2fa903c504a9a60d7d29,True,,True
bandit,continue_incentive,bandit-continue_incentive-8f33d1ab31f6e05e6986,True,,True
bandit,continue_incentive,bandit-continue_incentive-998ef2895f269f677168,True,,True
bandit,continue_incentive,bandit-continue_incentive-f494d22a8f954530f3dc,True,,True
bandit,continue_incentive,bandit-continue_incentive-de2a751603da172a062f,True,,True
bandit,continue_incentive,bandit-continue_incentive-b8456921ab315e2cd56b,True,,True
bandit,continue_incentive,bandit-continue_incentive-18ae285da46e896d5958,True,,True
bandit,continue_incentive,bandit-continue_incentive-a7b3b39a3bfc384ed2d9,True,,True
bandit,continue_incentive,bandit-continue_incentive-fcd288430eb74565745a,True,,True
bandit,continue_incentive,bandit-continue_incentive-4db5677e8781448d8447,True,,True
bandit,continue_incentive,bandit-continue_incentive-f497a4d4716e76f2b6ab,True,,True
bandit,continue_incentive,bandit-continue_incentive-8031bd828cc27278c810,True,,True
bandit,continue_incentive,bandit-continue_incentive-c5db1e527e71669d6743,True,,True
bandit,continue_incentive,bandit-continue_incentive-e1b2755acedc64708679,True,,True
bandit,continue_incentive,bandit-continue_incentive-15cf2207fcc352d4629a,True,,True
bandit,continue_incentive,bandit-continue_incentive-9f6ef7401d3367ea3440,True,,True
bandit,continue_incentive,bandit-continue_incentive-f7bad0d3a66b2b0bd839,True,,True
bandit,continue_incentive,bandit-continue_incentive-50262f2f7ff8e2f5ee34,True,,True
bandit,continue_incentive,bandit-continue_incentive-ffa6ed012de2f8f3fc02,True,,True
bandit,continue_incentive,bandit-continue_incentive-1ca34df1bd2d04c1f382,True,,True
bandit,continue_incentive,bandit-continue_incentive-7251a46de0485398c7ce,True,,True
bandit,continue_incentive,bandit-continue_incentive-58b86a7b9103a03ff156,True,,True
bandit,continue_incentive,bandit-continue_incentive-5a65ee2fec17b39b77fe,True,,True
bandit,continue_incentive,bandit-continue_incentive-68572977959b82b4bd84,True,,True
bandit,continue_incentive,bandit-continue_incentive-68baf6b4aafbf4c9db10,True,,True
bandit,continue_incentive,bandit-continue_incentive-3b1da7c26c07c5520a6e,True,,True
bandit,continue_incentive,bandit-continue_incentive-b4f6c128cb28a29fbd8d,True,,True
bandit,continue_incentive,bandit-continue_incentive-c4fd8934ed5043e37e86,True,,True
bandit,continue_incentive,bandit-continue_incentive-a196948090a2ff9468fa,True,,True
bandit,continue_incentive,bandit-continue_incentive-2ee1a24935eddbbc0e47,True,,True
bandit,continue_incentive,bandit-continue_incentive-37db0c3e07210a57e9df,True,,True
bandit,continue_incentive,bandit-continue_incentive-e7254172785b68b01e8d,True,,True
bandit,continue_incentive,bandit-continue_incentive-21c6b622c4a5e4420bc4,True,,True
bandit,continue_incentive,bandit-continue_incentive-3906d1a6fd7f291be78a,True,,True
bandit,continue_incentive,bandit-continue_incentive-0fda9170a05b967b4f33,True,,True
bandit,continue_incentive,bandit-continue_incentive-c30e43a363bc8f1ada36,True,,True
bandit,continue_incentive,bandit-continue_incentive-b46a24d63ecf62b519b6,True,,True
bandit,continue_incentive,bandit-continue_incentive-588827686d7fe9dd208e,True,,True
bandit,continue_incentive,bandit-continue_incentive-651d498f8a76ed4b90f1,True,,True
bandit,continue_incentive,bandit-continue_incentive-4b022d6707b8549ce4f0,True,,True
bandit,continue_incentive,bandit-continue_incentive-f817a36ea52b4f992145,True,,True
bandit,continue_incentive,bandit-continue_incentive-83fad41baa4ed878b9a1,True,,True
bandit,continue_incentive,bandit-continue_incentive-6e37746139134f7c842b,True,,True
bandit,continue_incentive,bandit-continue_incentive-b45f751987a83bccae6c,True,,True
bandit,continue_incentive,bandit-continue_incentive-8143f5817fd0bf114b77,True,,True
bandit,continue_incentive,bandit-continue_incentive-dcc8173a4046b0fc01ee,True,,True
bandit,continue_incentive,bandit-continue_incentive-1dc163f3e2d8c2b6c3b7,True,,True
bandit,continue_incentive,bandit-continue_incentive-1d0e9d3a712bdd1bfef0,True,,True
bandit,continue_incentive,bandit-continue_incentive-a028c9804eb8c67675e0,True,,True
bandit,continue_incentive,bandit-continue_incentive-73a292349a08eeacd891,True,,True
bandit,continue_incentive,bandit-continue_incentive-825131746ba80a8a96c9,True,,True
bandit,continue_incentive,bandit-continue_incentive-8988f1fdedf85d7748d6,True,,True
bandit,continue_incentive,bandit-continue_incentive-abcfdc87b81427c91f90,True,,True
bandit,continue_incentive,bandit-continue_incentive-3aab2c1dcf4e6ab84c6a,True,,True
bandit,continue_incentive,bandit-continue_incentive-6c3924354c1c8407045a,True,,True
bandit,continue_incentive,bandit-continue_incentive-19cbf8b998913dd55486,True,,True
bandit,continue_incentive,bandit-continue_incentive-0164af689edf20b1080c,True,,True
bandit,continue_incentive,bandit-continue_incentive-b864779bd91c63efd8bf,True,,True
bandit,continue_incentive,bandit-continue_incentive-d91c894f8ebffddb90ab,True,,True
bandit,continue_incentive,bandit-continue_incentive-4fa0446163f5539466e4,True,,True
bandit,continue_incentive,bandit-continue_incentive-3fd34dfc4d022205f2e7,True,,True
bandit,continue_incentive,bandit-continue_incentive-57a20e6fb7f9dd73f022,True,,True
bandit,continue_incentive,bandit-continue_incentive-6afdab5d0de4ea927a64,True,,True
bandit,continue_incentive,bandit-continue_incentive-f63eb1923e6ac71b1678,True,,True
bandit,continue_incentive,bandit-continue_incentive-eea0c6ca4af4814ccb9b,True,,True
bandit,continue_incentive,bandit-continue_incentive-957079ec8211a474621d,True,,True
bandit,continue_incentive,bandit-continue_incentive-876509e4114f90f90298,True,,True
bandit,continue_incentive,bandit-continue_incentive-b40a51f4f1460714c3b5,True,,True
bandit,continue_incentive,bandit-continue_incentive-fdd49783ac4e80abc357,True,,True
bandit,continue_incentive,bandit-continue_incentive-3439e58505c3d0ed3e35,True,,True
bandit,continue_incentive,bandit-continue_incentive-671c0c655625617b84d1,True,,True
bandit,continue_incentive,bandit-continue_incentive-9dc6ad5650ea8ce1f5ee,True,,True
bandit,continue_incentive,bandit-continue_incentive-f46ca291a021020ca7c0,True,,True
bandit,continue_incentive,bandit-continue_incentive-2a40722954551dde8a83,True,,True
bandit,continue_incentive,bandit-continue_incentive-5a5d03e95168fe8fc26e,True,,True
bandit,continue_incentive,bandit-continue_incentive-9498e59d31064566c8f8,True,,True
bandit,continue_incentive,bandit-continue_incentive-fd1e7f325acddd29938b,True,,True
bandit,continue_incentive,bandit-continue_incentive-3326e0c23218c97f09b1,True,,True
bandit,continue_incentive,bandit-continue_incentive-f9df2bf9e51280907918,True,,True
bandit,continue_incentive,bandit-continue_incentive-7925610cc6663b41c858,True,,True
bandit,continue_incentive,bandit-continue_incentive-ff3c910bd953f0f84cd3,True,,True
bandit,continue_incentive,bandit-continue_incentive-04957c258922a722e04b,True,,True
bandit,continue_incentive,bandit-continue_incentive-635a2a42869fa7706e7d,True,,True
bandit,continue_incentive,bandit-continue_incentive-a0b6df6f251221d5ee2d,True,,True
bandit,continue_incentive,bandit-continue_incentive-4810826d7fdc131a95c9,True,,True
bandit,continue_incentive,bandit-continue_incentive-82984a627c75f20b9501,True,,True
bandit,continue_incentive,bandit-continue_incentive-164c80178f8ee84dbbd7,True,,True
bandit,continue_incentive,bandit-continue_incentive-b5cb41d69a362f1c6d8a,True,,True
bandit,continue_incentive,bandit-continue_incentive-5f903e2858b2d4d9a779,True,,True
bandit,continue_incentive,bandit-continue_incentive-5d25664de7f75655474f,True,,True
bandit,continue_incentive,bandit-continue_incentive-b4e80cbf2d1204673b6d,True,,True
bandit,continue_incentive,bandit-continue_incentive-28073c3a38b453bf0bda,True,,True
bandit,continue_incentive,bandit-continue_incentive-ca2b16f5c6563212f326,True,,True
bandit,continue_incentive,bandit-continue_incentive-02acc245da846ea91f0d,True,,True
bandit,continue_incentive,bandit-continue_incentive-b44e7fff393291ff1d43,True,,True
bandit,continue_incentive,bandit-continue_incentive-2999a2f41081b70dbe49,True,,True
bandit,continue_incentive,bandit-continue_incentive-7218ead2cbe72d981c42,True,,True
bandit,continue_incentive,bandit-continue_incentive-a02ab6ce8d4c4c9c3246,True,,True
bandit,continue_incentive,bandit-continue_incentive-eebeb0cbced8cec92259,True,,True
bandit,continue_incentive,bandit-continue_incentive-a3e458fb406498c4d902,True,,True
bandit,continue_incentive,bandit-continue_incentive-56953a237a2deafe62a2,True,,True
bandit,continue_incentive,bandit-continue_incentive-5db628892688a3cdf9cb,True,,True
bandit,continue_incentive,bandit-continue_incentive-4e1c88dc1abbe6b11c17,True,,True
bandit,continue_incentive,bandit-continue_incentive-3e89cfd7289090caed4e,True,,True
bandit,continue_incentive,bandit-continue_incentive-96331af2fe55df2c0a21,True,,True
bandit,continue_incentive,bandit-continue_incentive-7443872c4b0b9a570e6f,True,,True
bandit,continue_incentive,bandit-continue_incentive-f6101ea4dc442667d298,True,,True
bandit,continue_incentive,bandit-continue_incentive-60b2f38940d82876aff3,True,,True
bandit,continue_incentive,bandit-continue_incentive-c16d40a2cd17f54238a9,True,,True
bandit,continue_incentive,bandit-continue_incentive-f3a5cb5247c4ecbe4a32,True,,True
bandit,continue_incentive,bandit-continue_incentive-d10536882c2518ac4927,True,,True
bandit,continue_incentive,bandit-continue_incentive-c5975738a7277423aa5f,True,,True
bandit,continue_incentive,bandit-continue_incentive-ba62e8501aea1c642eaa,True,,True
bandit,continue_incentive,bandit-continue_incentive-2ea73f7e9474987b5782,True,,True
bandit,continue_incentive,bandit-continue_incentive-773ad8768715383391f5,True,,True
bandit,continue_incentive,bandit-continue_incentive-c59be035f5b2525af6e5,True,,True
bandit,continue_incentive,bandit-continue_incentive-75b895f738cc68bbc78a,True,,True
bandit,continue_incentive,bandit-continue_incentive-95dcf2f7921e81b24852,True,,True
bandit,continue_incentive,bandit-continue_incentive-29460a2cdc294eb21cfa,True,,True
bandit,continue_incentive,bandit-continue_incentive-b3138fcc6f183f1a5a33,True,,True
bandit,continue_incentive,bandit-continue_incentive-7fdc0a91efd63ec07aac,True,,True
bandit,continue_incentive,bandit-continue_incentive-34408970549efc3b681e,True,,True
bandit,continue_incentive,bandit-continue_incentive-0a1c3964a097cbfca11c,True,,True
bandit,continue_incentive,bandit-continue_incentive-8463a9fa64915e5a7f68,True,,True
bandit,continue_incentive,bandit-continue_incentive-232b76538f69d7409e13,True,,True
bandit,continue_incentive,bandit-continue_incentive-829602f7d06a73705bb8,True,,True
bandit,continue_incentive,bandit-continue_incentive-a0507154ecc53a360829,True,,True
bandit,continue_incentive,bandit-continue_incentive-5d12330554cb30041818,True,,True
bandit,continue_incentive,bandit-continue_incentive-ea21ce817ce42669a879,True,,True
bandit,continue_incentive,bandit-continue_incentive-f0deb5256f40a3c4190a,True,,True
bandit,continue_incentive,bandit-continue_incentive-021b2d0eb4d17c355ab7,True,,True
bandit,continue_incentive,bandit-continue_incentive-b2339c913a1b6efb5411,True,,True
bandit,continue_incentive,bandit-continue_incentive-907ccfcbbefe58cea050,True,,True
bandit,continue_incentive,bandit-continue_incentive-ca1552f9bfaf41af2ea6,True,,True
bandit,continue_incentive,bandit-continue_incentive-b08696f66a239e6ee2cd,True,,True
bandit,continue_incentive,bandit-continue_incentive-69d30d30a45b545b6c4a,True,,True
bandit,continue_incentive,bandit-continue_incentive-cbf2e3892d07dfac897d,True,,True
bandit,continue_incentive,bandit-continue_incentive-53d3d722dd2583a1a8b2,True,,True
bandit,continue_incentive,bandit-continue_incentive-3e5de8a7b84005612ba8,True,,True
bandit,continue_incentive,bandit-continue_incentive-ddb18b3e83aaf6998ce3,True,,True
bandit,continue_incentive,bandit-continue_incentive-21aece2031521a6bdcf9,True,,True
bandit,continue_incentive,bandit-continue_incentive-76817bbd1a6f952c9922,True,,True
bandit,continue_incentive,bandit-continue_incentive-603c463e4f53bde0892e,True,,True
bandit,continue_incentive,bandit-continue_incentive-f24db212028dea51a13c,True,,True
bandit,continue_incentive,bandit-continue_incentive-d156a1cf2611aea2f30b,True,,True
bandit,continue_incentive,bandit-continue_incentive-fdb943833119f66693aa,True,,True
bandit,continue_incentive,bandit-continue_incentive-05b3b58a8137fcbf33af,True,,True
bandit,continue_incentive,bandit-continue_incentive-701a39837d609bb7836f,True,,True
bandit,continue_incentive,bandit-continue_incentive-08d078f6498663d3a42d,True,,True
bandit,continue_incentive,bandit-continue_incentive-ebce840641b0a22a1ae3,True,,True
bandit,continue_incentive,bandit-continue_incentive-9305ec316dcf83e99fcf,True,,True
bandit,continue_incentive,bandit-continue_incentive-79b6f97b41b327fc067a,True,,True
bandit,continue_incentive,bandit-continue_incentive-802fa97698e0155c06e0,True,,True
